gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
AL133372.3	1.0989181711453392e-9	3.7748357978391267	1	0.414	3.6458808164088916e-5
DAW1	7.329150607013013e-11	3.7747108853897178	0.875	0.494	2.4315922968887075e-6
AC007922.3	2.824597357229779e-9	3.772534662609359	0.875	0.46	9.371166652081238e-5
UGT2A1	4.287178015750262e-7	3.7716941004909987	0.875	0.391	0.014223570502854645
CASC16	2.688670042575552e-13	3.7716275189357944	1	0.552	8.920200600252908e-9
AL359313.1	7.631811379042611e-11	3.7715816960273765	1	0.529	2.5320060612249672e-6
LINC01477	7.685368747303593e-7	3.7694630336928263	0.875	0.322	0.02549774789292913
AL353595.1	7.063528668933357e-19	3.769232942729495	1	0.736	2.3434669064920198e-14
AC110014.1	2.394940485613305e-11	3.769045538033757	1	0.552	7.945694049119262e-7
GLYATL2	4.533688328886408e-10	3.7682966286276094	0.875	0.471	1.5041417768746437e-5
OR2F1	4.09423766003775e-12	3.766875347705061	1	0.448	1.3583452284707245e-7
LINC01192	1.1620924030695992e-17	3.7667408790315253	1	0.678	3.855473965664009e-13
LINC02540	6.520036797978175e-14	3.7663297237535227	1	0.494	2.163152608465219e-9
COX7B2	5.166112573249599e-18	3.765208692847671	1	0.655	1.7139611684270196e-13
AC090791.1	2.5851845938380856e-7	3.764127906373261	0.875	0.368	0.008576866926976616
NPSR1	7.705020167455768e-20	3.763961510906629	1	0.724	2.5562945409568003e-15
ZBBX	3.6409817982922833e-13	3.7608532269534267	1	0.552	1.2079685312194308e-8
LINC01162	1.1566833240662269e-17	3.760319605282006	1	0.621	3.837528264254521e-13
LINC02141	9.290148611235851e-18	3.7594089800996695	1	0.655	3.0821926047497184e-13
PRNT	8.166502593298311e-7	3.7588663757592187	0.875	0.356	0.027094005653785804
PCYT1B-AS1	2.970092189232568e-11	3.758513080402921	0.875	0.379	9.85387485621689e-7
GRXCR1	4.123292776923412e-11	3.757530964708099	0.875	0.54	1.3679848445998805e-6
CSMD3	2.2745989090958458e-20	3.757510675841544	1	0.793	7.546436800707288e-16
FOXN1	4.463734074849155e-12	3.7562687918941027	1	0.552	1.4809330540127042e-7
LINC00587	2.026768815509006e-9	3.7550400845371366	1	0.483	6.724210899214229e-5
AC016987.1	3.6969079312303927e-8	3.752603625336776	0.875	0.471	0.0012265231443443073
KCNQ2	8.982651808371496e-14	3.7510144018053735	1	0.586	2.980174390463411e-9
BARX2	5.4002312070116584e-12	3.7495682806116433	1	0.575	1.791634707550258e-7
ST8SIA2	1.6018452596070903e-14	3.749402298667044	1	0.609	5.314442017798444e-10
TTR	4.364323273424111e-14	3.748932134431916	0.875	0.54	1.4479515324239175e-9
LINC01739	9.018698755531832e-9	3.748285737915339	0.875	0.448	2.992133686122796e-4
AC084128.1	1.6026138088232486e-8	3.7478134726484913	1	0.425	5.316991833532892e-4
GOLGA6L2	3.104952281991697e-12	3.747100802480883	1	0.448	1.0301300185963853e-7
LINC02221	3.714535914800503e-14	3.7463014216514976	1	0.483	1.232371580453363e-9
LINC01747	5.487932430142738e-7	3.7453696187926084	1	0.345	0.01820731342348456
FLJ40288	4.182183252505871e-17	3.745252116632372	1	0.621	1.387522937683873e-12
LINC01584	1.001942159523279e-9	3.7425060580116636	1	0.46	3.324143502650382e-5
SYNPR-AS1	3.210374393799514e-14	3.7417511998752824	1	0.517	1.0651059126308647e-9
RS1	1.9575473367964687e-19	3.7413584779254476	1	0.575	6.494554799289644e-15
LINC02494	1.2311524197257116e-6	3.7413206593231565	1	0.299	0.040845943829239936
LINC01324	2.7831744298076814e-15	3.741147270299618	1	0.54	9.233737805772945e-11
PPP2R2C	1.848795641988513e-13	3.7410796205084327	1	0.667	6.13374930142529e-9
LINC00305	7.044288372018566e-13	3.7409615799525264	1	0.494	2.3370835531845997e-8
KIRREL3	7.386629796363456e-37	3.7405615789297935	1	0.805	2.4506621675395038e-32
LINC02144	4.1411810006472036e-11	3.7404452204917846	1	0.414	1.3739196205847226e-6
WNT6	6.371056215231758e-10	3.7396839666713007	1	0.402	2.1137253205274403e-5
SPATA3-AS1	2.9091045128300316e-10	3.738654948821675	1	0.437	9.651536042216196e-6
AC011124.1	2.3645046881696615e-10	3.73812999128754	1	0.529	7.844717203940486e-6
AP003400.1	9.553561560738363e-8	3.737144986752449	1	0.414	0.003169585119006167
AL133516.1	4.0098877475095505e-7	3.737017935213021	0.875	0.333	0.013303604579912436
GBX1	1.6604646418201624e-12	3.735136681485877	1	0.529	5.508923542166753e-8
AC009055.2	1.244927802277128e-8	3.734617804874865	1	0.414	4.1302969696148275e-4
AC090572.3	5.279930022178003e-13	3.7337917590832683	1	0.506	1.751722383457996e-8
LINC01653	8.484843254360424e-7	3.7322315854690884	0.875	0.345	0.02815016446499158
AC010745.5	4.736985657065003e-7	3.7321713976004114	0.875	0.299	0.01571589731444456
NOTUM	8.339563601686612e-16	3.7320960698319383	1	0.425	2.7668170161315674e-11
AL161646.2	2.5013766867325694e-9	3.7304964797053595	1	0.494	8.298817433572645e-5
SPOCK3	1.4269744812000855e-17	3.729223953193955	1	0.713	4.734273236277524e-13
LINC01965	7.436085747559763e-14	3.728764300011857	1	0.609	2.4670701684679027e-9
LINC02438	1.7942128941098932e-17	3.7284029348271686	1	0.655	5.952660118788393e-13
SLC22A24	3.953707934185251e-15	3.7279728508482175	1	0.506	1.3117216813246407e-10
AL358214.1	4.662866145369514e-12	3.727892383143004	1	0.575	1.5469991010492437e-7
LINC01787	2.5955215733430846e-15	3.7272750376731985	1	0.598	8.611161923880351e-11
AC009158.1	1.0256665729833078e-7	3.7265767505094614	1	0.391	0.0034028539891867203
LINC01709	5.0093419516118045e-15	3.7258919651079987	0.875	0.563	1.6619493792862482e-10
AC020907.6	3.9025571009710763e-8	3.7257714704131435	1	0.391	0.001294751369389174
LINC01789	8.080277924114594e-11	3.725604592065865	1	0.54	2.680793806883499e-6
LINC00320	1.2759336455056002e-8	3.7254472425656524	0.75	0.437	4.2331650556939296e-4
AL050403.1	5.507396610105893e-11	3.7249148127761793	1	0.402	1.827188973334832e-6
LINC02402	3.224472569731999e-12	3.7248967612447093	1	0.46	1.0697832644599853e-7
LINC02373	2.5737041586524605e-12	3.723762728469992	1	0.414	8.538778287161268e-8
AL954650.1	8.842296719636749e-11	3.7234262973626877	1	0.54	2.9336087826738842e-6
C6orf118	1.430612867462053e-6	3.7225884029862177	1	0.368	0.047463443103788534
AL353148.1	1.0651609381151637e-8	3.7213784898758706	1	0.425	3.5338844443846785e-4
SLC36A2	7.016700685813778e-9	3.720691685388676	1	0.494	0.00023279307865324371
AC128707.1	6.679575569006209e-14	3.720512019619271	0.875	0.517	2.2160827865291897e-9
AL031056.1	1.4352430193685667e-8	3.71885439345745	1	0.437	4.761705765359094e-4
CHRNA6	1.5562632787828994e-20	3.717841316269005	1	0.655	5.163214680018025e-16
SNTG1	2.143383369141729e-18	3.716919845683373	1	0.747	7.111103003801515e-14
AC064807.3	7.243388973361361e-10	3.7167566184896454	1	0.414	2.4031391596920988e-5
LINC00971	1.088757453128468e-14	3.715382092169752	1	0.632	3.6121706022443184e-10
LINC01538	4.574547371957756e-13	3.713488014242831	1	0.575	1.5176975815944247e-8
AP001783.1	8.371842709627127e-12	3.712678691343325	1	0.483	2.7775262557729917e-7
CARD18	8.72874597472053e-16	3.712498571534866	1	0.667	2.89593605203303e-11
ZMAT4	4.2701834078704996e-16	3.711137283749302	1	0.713	1.4167187492291956e-11
AL354810.1	1.1419849283241861e-9	3.71011918092525	0.875	0.471	3.788763396701152e-5
AC092590.1	5.791034036802013e-7	3.7085858318857317	1	0.368	0.01921291362389804
MUC7	2.1232508429175127e-10	3.7074930603930025	0.875	0.46	7.044309321547431e-6
AL354994.1	2.4931745116708887e-13	3.707492497049692	1	0.517	8.271605077370507e-9
AC017091.1	4.865903966152721e-12	3.7067358474803824	1	0.575	1.614360958850488e-7
DNAI2	1.473565401998954e-19	3.706170427742684	1	0.644	4.88884793421193e-15
LINC00210	2.6062923602923154e-14	3.705537298166916	1	0.494	8.646896163741815e-10
AL358473.2	4.01235683803116e-9	3.7053765224510697	0.875	0.391	1.331179628153598e-4
LINC02248	1.1846277855016553e-13	3.704896779285918	1	0.517	3.9302396039588415e-9
LINC01456	7.69407390822035e-13	3.704734029471685	1	0.529	2.5526629005302656e-8
AC068985.1	4.1164539615941764e-9	3.704663227767951	0.875	0.437	1.3657159308381e-4
OR5V1	4.372033196995761e-10	3.7032190943673458	0.875	0.448	1.4505094537672837e-5
FRMD7	8.944303702361036e-8	3.7028593889112784	1	0.391	0.002967451639332321
GPR149	1.3251726926015013e-9	3.7027995868210937	0.875	0.471	4.396525442244001e-5
AC010967.1	8.097497227853066e-14	3.701819792432216	1	0.609	2.6865066552848117e-9
HCN4	6.202274655732416e-12	3.7011247948217876	1	0.517	2.0577286625323436e-7
PKHD1	2.5310284448316834e-17	3.7011140007250605	1	0.667	8.397193071418076e-13
LINC01630	4.983754677910666e-14	3.7010405499560872	1	0.667	1.6534602894904216e-9
ASB15	1.1454464700536524e-15	3.700996833681294	1	0.552	3.8002477536970026e-11
TINAG	2.5205404891848536e-9	3.7007163578873277	1	0.46	8.362397180968589e-5
AC091114.1	4.619972187970164e-13	3.7003782360774613	1	0.609	1.532768172802861e-8
NECTIN4	1.455769001153752e-20	3.7002344096288686	1	0.529	4.829804815127803e-16
DMRTC2	2.9317384072067635e-12	3.6998618633719897	1	0.471	9.72662851358988e-8
AC137761.1	1.089264836796092e-7	3.6978740297693777	0.75	0.414	0.0036138539490383945
LINC01228	7.787223340988168e-10	3.697772875634333	0.875	0.402	2.5835670878396448e-5
AL500522.1	2.6306831195948346e-13	3.6964868009236467	1	0.494	8.727817385879782e-9
ADAM7	7.72906046400352e-12	3.696353387862687	1	0.552	2.564270390142448e-7
AC104233.1	2.2134877075537538e-8	3.695599422224553	1	0.356	7.343688167351089e-4
XDH	1.3682114313030648e-15	3.6955293937499434	1	0.598	4.539315065634178e-11
AC073062.1	1.0475702571991017e-18	3.695423463910098	1	0.494	3.47552384230946e-14
SLC6A2	7.746046763375628e-15	3.695412439597008	1	0.54	2.569905934685132e-10
AF279873.4	9.859780132972584e-11	3.695241495884556	1	0.483	3.271179254716314e-6
CR769775.2	5.123912692610434e-13	3.6945473901081565	0.875	0.448	1.6999605140273636e-8
LINC00836	1.287148557110012e-11	3.6944013456882647	1	0.598	4.270372767923887e-7
GABRA6	7.576599285984005e-16	3.694218372701599	1	0.655	2.5136883451109135e-11
AC092436.2	7.182103244898929e-12	3.693480314976484	0.875	0.54	2.3828063935601176e-7
AC012355.1	4.1399813782343887e-14	3.693470956658643	1	0.598	1.3735216218568232e-9
GADL1	1.7190449906872447e-17	3.693372232774715	1	0.609	5.703275565603072e-13
AP000561.1	1.5442058291220714e-12	3.6931555992575253	1	0.586	5.1232116792782964e-8
AL109954.1	2.69191875079258e-8	3.6902274430885567	1	0.391	8.930978839504542e-4
TOPAZ1	1.1544218726145944e-12	3.6896702379294766	1	0.609	3.83002544677344e-8
AC004080.3	6.29849940261504e-11	3.6896315013301395	0.875	0.333	2.0896531468055916e-6
LINC01681	6.168957929999354e-9	3.6894469470127143	1	0.391	2.0466751724358857e-4
LINC01307	1.866924463838275e-9	3.6887655891385194	1	0.471	6.193895293676245e-5
AL158175.1	1.0915635034661519e-11	3.68825856826838	1	0.448	3.621480235449652e-7
AC004690.2	1.438506728773627e-16	3.687904228888345	1	0.46	4.7725337740522625e-12
LINC01821	4.569001775043845e-7	3.6876604934937127	0.875	0.368	0.015158577189062964
NPFFR2	1.0811612150033623e-11	3.687410426311865	1	0.563	3.586968563016655e-7
FYB2	5.496140656155316e-10	3.687022042425511	1	0.529	1.823454585492649e-5
LINC02264	4.528870539381744e-9	3.685669249039954	1	0.471	1.5025433788506813e-4
AL358292.1	4.0715316187390283e-13	3.685299989339642	0.875	0.471	1.3508120451490474e-8
OSTM1-AS1	9.011485004959955e-20	3.685193274841226	1	0.563	2.9897403800955645e-15
AC005993.1	8.386297918197757e-10	3.6846774324033538	1	0.46	2.7823220603204698e-5
LINC01288	9.016238053243966e-12	3.6841690463494836	1	0.575	2.991317298924751e-7
GJB6	2.166726053536831e-8	3.6837528827692596	0.875	0.437	7.188547027819145e-4
CYP1A2	9.462181994879258e-7	3.683726004823402	1	0.31	0.03139268120441092
HLTF-AS1	1.70746852083938e-10	3.6834112186893266	1	0.425	5.664868311588811e-6
ANKRD34C-AS1	1.0367415804457317e-9	3.6833426308615778	1	0.506	3.439597541444804e-5
AC087241.3	1.057193534791277e-6	3.682799457876401	0.875	0.345	0.0350745099037702
AC018541.1	7.416061086046839e-15	3.6808064875136077	1	0.517	2.4604265865177596e-10
MIR4500HG	4.6183589064968254e-17	3.6804919513187695	1	0.621	1.5322329344084517e-12
LINC02092	2.9751165480626466e-7	3.6801778618231853	0.875	0.391	0.009870544171507442
LINC01641	1.8648456712982656e-13	3.6788001704639655	1	0.552	6.186998483666256e-9
CACNA1S	1.1567982597508493e-14	3.6780148421420655	1	0.632	3.837909586375393e-10
RGSL1	1.4955176329852545e-16	3.677661592388603	1	0.667	4.961678850955179e-12
AL035696.3	4.742315903226017e-10	3.6775199118032216	1	0.46	1.5733581472132956e-5
MUC19	6.110315971037521e-11	3.677191902791204	1	0.529	2.0272195297111183e-6
C8orf34-AS1	1.5548768306985394e-8	3.677056347710171	0.875	0.425	5.158614861208545e-4
AC026746.1	1.0414996063762832e-10	3.676812195882079	0.875	0.448	3.455383244074595e-6
AL355974.2	9.360256881005574e-8	3.67654441523601	1	0.46	0.003105452425411219
Z83818.2	1.7490301599541053e-7	3.6763947183926073	0.875	0.345	0.005802757361679735
AC113418.1	1.3890096020181135e-11	3.6759602947586396	1	0.494	4.608317156615495e-7
LINC00850	6.812030521175382e-12	3.675880411529831	1	0.54	2.2600273660103566e-7
AP005242.1	2.2197583364537942e-7	3.6757758596630943	0.75	0.425	0.007364492232852753
AC016257.1	5.5399099178699455e-8	3.6752962097670654	0.875	0.368	0.0018379759134517118
AIPL1	5.663824245613506e-17	3.6748929776446646	1	0.609	1.879086969967193e-12
AC138761.3	1.9048498201781436e-7	3.674666796691924	0.875	0.356	0.0063197202484050275
