gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	pct_diff	cell_type
NXPH1	1.941125996963091e-17	-7.003714099845158	0	0.279	6.440073720124447e-13	-0.279	PSC
ZNF638	1.98781092035462e-17	0.32687082953905566	0.395	0.637	6.594960290460523e-13	-0.242	PSC
AL513327.1	2.0182736313601266e-17	-2.1425100567619157	0.053	0.399	6.696026426763492e-13	-0.34600000000000003	PSC
MLLT10	2.1276428143359745e-17	-0.11190465306326414	0.333	0.652	7.058880565122463e-13	-0.319	PSC
PLCL1	2.167354541891449e-17	1.273844506429005	0.368	0.409	7.190632163633261e-13	-0.04099999999999998	PSC
STX16	2.2504119092846712e-17	1.0548203285917188	0.263	0.346	7.466191591433753e-13	-0.08299999999999996	PSC
APOC1	2.4548063145998772e-17	-7.118446770644194	0	0.277	8.144310909948012e-13	-0.277	PSC
RAPH1	2.516980111179824e-17	-0.8827338513323113	0.325	0.722	8.350584914861303e-13	-0.39699999999999996	PSC
ITGA1	2.5812922035525664e-17	-0.7958070698369588	0.474	0.836	8.56395314372635e-13	-0.362	PSC
ASPH	2.6733562296231643e-17	1.1804274767980716	0.421	0.452	8.869393963020772e-13	-0.031000000000000028	PSC
CDK14	2.723846123403294e-17	1.0732272230035886	0.351	0.409	9.036904283615109e-13	-0.057999999999999996	PSC
LINC01725	2.8902049142029215e-17	2.9115699946397715	0.254	0.095	9.588832843851033e-13	0.159	PSC
NCOR2	2.9410784008579416e-17	-0.921015136910253	0.246	0.647	9.757615810526392e-13	-0.401	PSC
RFTN1	3.132056235907331e-17	1.4249083632892654	0.421	0.371	1.0391222973869753e-12	0.04999999999999999	PSC
MEIS1-AS2	3.25159283448108e-17	-4.260669656692233	0.009	0.314	1.078780954695788e-12	-0.305	PSC
WDR66	3.3616714753047535e-17	-4.259735848269673	0.026	0.354	1.115301745361858e-12	-0.32799999999999996	PSC
ARIH1	3.416697064860753e-17	0.691657433368803	0.386	0.554	1.133557585208852e-12	-0.16800000000000004	PSC
RBPMS	3.4640890620597614e-17	0.8421475825437792	0.816	0.878	1.149280828119567e-12	-0.062000000000000055	PSC
ARMH4	3.807244945897797e-17	0.1676185947695794	0.377	0.637	1.263129655700512e-12	-0.26	PSC
AC007193.2	3.8076509339877516e-17	-6.954635888256921	0	0.274	1.2632643503691163e-12	-0.274	PSC
MUC20-OT1	3.8612028528761616e-17	0.23756253900978863	0.333	0.584	1.2810312704987242e-12	-0.25099999999999995	PSC
MACF1	4.5624479474885386e-17	-0.13713011561179345	0.588	0.89	1.5136833555382725e-12	-0.30200000000000005	PSC
EDNRB	4.6355287658977266e-17	-2.5293583195137725	0.044	0.384	1.5379293786618887e-12	-0.34	PSC
MFGE8	4.7843471705012716e-17	-1.5020417491669407	0.132	0.512	1.587302860757207e-12	-0.38	PSC
TXNRD1	5.053652566985964e-17	-1.831897526166328	0.096	0.469	1.6766503121489334e-12	-0.373	PSC
MAP1B	5.2607474010983554e-17	1.2089181993667817	0.57	0.534	1.7453581652624015e-12	0.03599999999999992	PSC
USP34	5.292720340658306e-17	-0.30206796129189817	0.395	0.733	1.7559658274202061e-12	-0.33799999999999997	PSC
ZMYND8	5.382626834452351e-17	-0.6159343168509588	0.316	0.692	1.7857941048662564e-12	-0.37599999999999995	PSC
SIPA1L1	5.495982079544241e-17	0.609834570394785	0.447	0.635	1.823401974530393e-12	-0.188	PSC
AHNAK	5.77649912249822e-17	1.2315526460041792	0.377	0.388	1.9164691138712345e-12	-0.01100000000000001	PSC
EXOC6B	5.829579451230135e-17	0.10621087249143457	0.386	0.657	1.934079574534622e-12	-0.271	PSC
ABI2	5.868594801877724e-17	-1.2486309622084641	0.307	0.705	1.9470236974189724e-12	-0.39799999999999996	PSC
OSMR	6.640653152735915e-17	-2.2056699277736387	0.105	0.484	2.2031694964831947e-12	-0.379	PSC
MTUS1	6.838468584035301e-17	-5.392607481796916	0.009	0.312	2.2687987221253917e-12	-0.303	PSC
PHF14	6.955986087935074e-17	0.5799611695335005	0.316	0.48	2.3077875043942193e-12	-0.16399999999999998	PSC
DLGAP1	7.455044662802767e-17	-1.8920135334321468	0.079	0.44	2.4733601677780743e-12	-0.361	PSC
LDB2	7.86414846396989e-17	-0.6376853141392336	0.316	0.699	2.6090885358912905e-12	-0.38299999999999995	PSC
PNISR	8.694446180243872e-17	0.3794805024678072	0.281	0.519	2.8845564092195095e-12	-0.238	PSC
DAAM2	8.793602239467725e-17	0.7576502128645424	0.579	0.646	2.917453414988207e-12	-0.06700000000000006	PSC
STIM1	9.847925629270481e-17	1.1521324075468067	0.482	0.508	3.2672462860230675e-12	-0.026000000000000023	PSC
NAA11	9.956369195985762e-17	-4.546774794843945	0.009	0.309	3.303224608152196e-12	-0.3	PSC
IFITM3	1.0776273936632156e-16	-1.3078912005409884	0.053	0.357	3.5752444039564502e-12	-0.304	PSC
SNRNP70	1.112150399294971e-16	-0.7408091206788898	0.281	0.662	3.6897813797409255e-12	-0.381	PSC
NF1	1.188943254779724e-16	0.5648132716527039	0.509	0.682	3.9445570363826904e-12	-0.17300000000000004	PSC
NCOA3	1.2018249865349712e-16	0.6181718235878884	0.333	0.515	3.987294757827074e-12	-0.182	PSC
NKTR	1.2752803793141273e-16	1.039436767509248	0.412	0.471	4.23099771445048e-12	-0.059	PSC
ABL1	1.292832401213749e-16	0.8232291585236424	0.404	0.506	4.289230057506855e-12	-0.10199999999999998	PSC
BNC2	1.3094980660872786e-16	-2.028221043757399	0.14	0.526	4.344521733857764e-12	-0.386	PSC
WWOX	1.3537186186595066e-16	0.8745643938623409	0.719	0.817	4.491232261126645e-12	-0.09799999999999998	PSC
AGAP1	1.380249415647706e-16	0.5855354007310272	0.605	0.763	4.579253486294394e-12	-0.15800000000000003	PSC
BMPR1A	1.4383744561728171e-16	0.7106260112520393	0.377	0.499	4.772094933244555e-12	-0.122	PSC
FOXP2	1.4664091398035844e-16	-3.603405436032699	0.044	0.377	4.865105603126352e-12	-0.333	PSC
COL27A1	1.4736982457867348e-16	-2.42636786268877	0.114	0.483	4.88928867004665e-12	-0.369	PSC
TJP1	1.4892256549581135e-16	-0.49186939127740215	0.211	0.552	4.940803955454533e-12	-0.3410000000000001	PSC
PITPNC1	1.5175860305120032e-16	1.618616750729468	0.43	0.387	5.034895173429673e-12	0.04299999999999998	PSC
GRIN2A	1.6831549053451656e-16	4.476825258556141	0.14	0.027	5.584203029463656e-12	0.11300000000000002	PSC
CAPZB	1.758763552667618e-16	0.6143910905529504	0.377	0.529	5.8350498386853565e-12	-0.15200000000000002	PSC
HIF1A	1.9134604476110648e-16	-0.9032711329531383	0.149	0.485	6.34828772703923e-12	-0.33599999999999997	PSC
CPED1	2.2060610520268636e-16	-2.1439976392740276	0.132	0.512	7.319048752309526e-12	-0.38	PSC
SSBP2	2.3019769975917456e-16	0.8133574552416454	0.491	0.61	7.637269084910134e-12	-0.119	PSC
CLU	2.3784282724878933e-16	-5.146781458874476	0.009	0.305	7.890911479633084e-12	-0.296	PSC
GSTA4	2.504245840198131e-16	-2.050125107236831	0.044	0.376	8.308336424025339e-12	-0.332	PSC
TAF15	2.5417544628043095e-16	0.36295296325494086	0.298	0.514	8.432778781245857e-12	-0.21600000000000003	PSC
GATAD2B	2.5744606894571397e-16	1.114313859998561	0.404	0.433	8.541288229411952e-12	-0.02899999999999997	PSC
TMEM108	2.751556092149163e-16	1.7932382236861346	0.272	0.238	9.128837646923277e-12	0.03400000000000003	PSC
HDHD3	3.2207524718551485e-16	-5.201676703189427	0.009	0.303	1.0685490475873827e-11	-0.294	PSC
SENP6	3.4469599753224197e-16	0.5139435525895397	0.404	0.598	1.1435979110127192e-11	-0.19399999999999995	PSC
PBRM1	3.494772534098105e-16	0.4003715897692701	0.263	0.471	1.1594606836377283e-11	-0.20799999999999996	PSC
SMTN	3.8368298099943373e-16	-1.7697757313695606	0.105	0.473	1.2729450260618212e-11	-0.368	PSC
ATXN1	3.8523712407026614e-16	0.6776262286723151	0.482	0.616	1.278101206527922e-11	-0.134	PSC
ACYP2	3.981550336838538e-16	0.29278560817878674	0.404	0.632	1.3209589552529219e-11	-0.22799999999999998	PSC
GLS	4.043465528183125e-16	0.5444543915242814	0.421	0.579	1.3415005582853155e-11	-0.15799999999999997	PSC
MAGI2	4.558030342256239e-16	-0.7288773415384275	0.439	0.801	1.5122177266503526e-11	-0.36200000000000004	PSC
RDX	4.628539459449993e-16	-0.9935889807818155	0.228	0.606	1.535610536461724e-11	-0.378	PSC
PDGFD	4.687247155326445e-16	-1.8213128134543861	0.079	0.423	1.5550879887226546e-11	-0.344	PSC
NRCAM	4.934930314362491e-16	-4.101317034666707	0.035	0.352	1.6372618303960434e-11	-0.31699999999999995	PSC
SSH2	4.940023488113244e-16	0.87157987495041	0.509	0.564	1.638951592651331e-11	-0.05499999999999994	PSC
HNRNPA2B1	5.411969405639697e-16	-0.9891348868514522	0.289	0.675	1.7955290897090823e-11	-0.38600000000000007	PSC
LUC7L3	5.526095206221723e-16	1.0709897362321632	0.316	0.394	1.8333926065681812e-11	-0.07800000000000001	PSC
SLC38A2	6.031434390468621e-16	1.1893106134545506	0.482	0.489	2.0010489877257744e-11	-0.007000000000000006	PSC
FBXL7	6.036783532663372e-16	-0.2703543447372243	0.518	0.842	2.002823672631727e-11	-0.32399999999999995	PSC
LINC00290	6.630576772804731e-16	-6.761692940934025	0	0.256	2.1998264559134258e-11	-0.256	PSC
ATXN2	6.824300059480977e-16	0.4208961047626194	0.474	0.663	2.2640980307340038e-11	-0.18900000000000006	PSC
