gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	pct_diff	cell_type
ARHGAP42	4.938745231811011e-10	0.5461289346928666	0.395	0.515	1.6385275055579394e-5	-0.12	PSC
FAM208B	4.938896948663504e-10	-0.19374439032920243	0.193	0.403	1.6385778406580905e-5	-0.21000000000000002	PSC
MORF4L2	4.948482835786973e-10	-1.9394073617797205	0.105	0.378	1.641758150429044e-5	-0.273	PSC
RNF115	5.029810286107939e-10	0.569301643441112	0.333	0.445	1.668740158622031e-5	-0.11199999999999999	PSC
ANKRD44	5.031974945539059e-10	0.5281765852918534	0.439	0.554	1.6694583276814936e-5	-0.11500000000000005	PSC
ACAP2	5.115726722965755e-10	0.7088169411779883	0.395	0.462	1.6972446548783485e-5	-0.067	PSC
NCOA6	5.136670760783231e-10	0.7007418624133865	0.307	0.387	1.7041932583050526e-5	-0.08000000000000002	PSC
HDAC7	5.198920284747166e-10	-0.19243682589405575	0.202	0.417	1.7248457828705673e-5	-0.21499999999999997	PSC
MID1	5.199869036537516e-10	1.2219498815471652	0.132	0.172	1.7251605502520517e-5	-0.03999999999999998	PSC
CTNNB1	5.460979596534599e-10	0.3290109849777964	0.175	0.32	1.811789200742284e-5	-0.14500000000000002	PSC
ARMCX4	5.501112476836047e-10	-0.3109642280680238	0.158	0.377	1.8251040864398954e-5	-0.219	PSC
KIAA1671	5.592798354142463e-10	0.24052097199378986	0.272	0.442	1.855522709953845e-5	-0.16999999999999998	PSC
HDAC4	5.870837699749361e-10	-0.4199263140076591	0.228	0.489	1.9477678236458454e-5	-0.261	PSC
MED13	5.910407066827762e-10	0.1157403608771923	0.325	0.522	1.9608957525614468e-5	-0.197	PSC
SFPQ	5.912709510201116e-10	0.22901605323255686	0.193	0.358	1.9616596341994242e-5	-0.16499999999999998	PSC
TMEM259	6.032740849209003e-10	-0.554498247276203	0.175	0.429	2.0014824315420706e-5	-0.254	PSC
DNAJC5	6.048971819148335e-10	0.3482052248724252	0.123	0.258	2.006867380438843e-5	-0.135	PSC
SORBS3	6.049607627137557e-10	1.8273087224999012	0.202	0.15	2.007078322455427e-5	0.05200000000000002	PSC
PUM3	6.114332017369083e-10	-2.3645090740799213	0.053	0.295	2.0285519334025406e-5	-0.242	PSC
SULT1E1	6.139947121427332e-10	-6.394284565509118	0	0.161	2.0370502564759458e-5	-0.161	PSC
SRPX	6.355033382248971e-10	-3.934038933358025	0.009	0.202	2.1084094252287412e-5	-0.193	PSC
ARMC9	6.428279393751614e-10	-1.7134204415843912	0.105	0.376	2.132710254464973e-5	-0.271	PSC
MATR3	6.47896054798553e-10	-0.6803155451884724	0.149	0.394	2.1495247410051593e-5	-0.24500000000000002	PSC
CCDC170	6.512845818559828e-10	-4.2726036893631125	0.018	0.219	2.160766857223594e-5	-0.201	PSC
GPBP1	6.621758295968523e-10	0.34328147130618847	0.281	0.446	2.196900749853477e-5	-0.16499999999999998	PSC
AP000924.1	6.628083013006287e-10	-5.979241771104918	0	0.16	2.198999101225096e-5	-0.16	PSC
GALNT11	6.820779178642764e-10	0.6751718528498976	0.211	0.321	2.26292990809831e-5	-0.11000000000000001	PSC
UBE2O	6.849318419540335e-10	1.410562417643552	0.132	0.162	2.272398372050897e-5	-0.03	PSC
RB1	6.922005541291634e-10	-0.5694560033835172	0.237	0.498	2.2965137784343255e-5	-0.261	PSC
CTIF	6.97793436276384e-10	-0.9789284674079722	0.263	0.566	2.3150692835341592e-5	-0.30299999999999994	PSC
CPEB4	7.0409054070382e-10	-0.9248455225272805	0.175	0.457	2.3359611868930635e-5	-0.28200000000000003	PSC
DOCK6	7.163298407037494e-10	-0.3921039864193181	0.263	0.534	2.3765675125028294e-5	-0.271	PSC
FIP1L1	7.315669862740699e-10	-0.7711862303331392	0.132	0.384	2.4271197903614817e-5	-0.252	PSC
MAMSTR	7.332580595713914e-10	-5.292277436794573	0.009	0.194	2.4327302642400052e-5	-0.185	PSC
POGZ	7.356017675050052e-10	0.2551219445723234	0.307	0.491	2.4405059840513557e-5	-0.184	PSC
SNX29	7.541477793998001e-10	0.7512752741323924	0.377	0.412	2.5020360877147167e-5	-0.034999999999999976	PSC
MTDH	7.545663261198387e-10	0.19234744838301854	0.325	0.494	2.503424700167789e-5	-0.16899999999999998	PSC
ZNF846	7.572940480147054e-10	1.1971418494919186	0.298	0.271	2.5124744630983883e-5	0.02699999999999997	PSC
TRIM56	7.764016202445384e-10	-0.5711477655147076	0.175	0.434	2.575867655485305e-5	-0.259	PSC
GOLGB1	7.797817980311673e-10	-0.8811456556215931	0.158	0.417	2.5870820713280036e-5	-0.259	PSC
ST8SIA5	7.921961501072375e-10	-5.884658534121922	0	0.159	2.6282691672107817e-5	-0.159	PSC
XKR6	8.055942744335699e-10	-2.4838180710919264	0.061	0.306	2.6727201242882547e-5	-0.245	PSC
ANTXR2	8.295527977936587e-10	0.1034746407460585	0.202	0.41	2.7522073172400215e-5	-0.20799999999999996	PSC
AC010260.1	8.35091455555682e-10	-1.9474965768022134	0.088	0.349	2.770582922097086e-5	-0.261	PSC
PEG10	8.550485325872839e-10	-6.0879460124716065	0	0.158	2.8367945165648317e-5	-0.158	PSC
OGT	8.658635541875037e-10	0.34582182124262906	0.228	0.369	2.872675513727881e-5	-0.141	PSC
CSNK1A1	8.712576727704445e-10	-0.27539258826485224	0.351	0.616	2.890571580950504e-5	-0.265	PSC
RPRD2	8.745237181745061e-10	0.17310967000960065	0.254	0.439	2.9014073397875587e-5	-0.185	PSC
TMEM163	8.770798063822988e-10	-5.821301895933082	0	0.158	2.909887673634553e-5	-0.158	PSC
KPNA3	8.836450462178627e-10	0.8367369016612045	0.14	0.213	2.931669169837003e-5	-0.07299999999999998	PSC
CLINT1	8.911580781043568e-10	0.8787829146349686	0.175	0.236	2.9565951557268245e-5	-0.061	PSC
MLXIP	8.971298660227376e-10	-0.7538281028887519	0.167	0.422	2.9764077565036366e-5	-0.255	PSC
KIAA1522	8.996742571492971e-10	-5.779958110664729	0	0.158	2.984849282944223e-5	-0.158	PSC
MAPKAP1	9.119603397694401e-10	-0.21729474190170095	0.211	0.435	3.0256108192530716e-5	-0.224	PSC
AC079313.2	9.170075774285758e-10	-1.237750137841814	0.053	0.268	3.042356039634786e-5	-0.21500000000000002	PSC
TOP1	9.193773781051661e-10	0.24481398758347295	0.316	0.508	3.0502183273395094e-5	-0.192	PSC
S100PBP	9.245223295132693e-10	0.7931564809702352	0.228	0.31	3.0672877326261736e-5	-0.08199999999999999	PSC
MAP3K13	9.692010166439201e-10	-0.7646898181151082	0.14	0.396	3.215518212919534e-5	-0.256	PSC
AMBRA1	9.93315755504965e-10	0.47372425890131753	0.386	0.508	3.295523682038823e-5	-0.122	PSC
AC053527.1	1.0094532359201322e-9	0.3082254529383561	0.105	0.251	3.349063000812223e-5	-0.14600000000000002	PSC
NAA15	1.0239662419841767e-9	-1.254143819534068	0.088	0.324	3.397212801030903e-5	-0.23600000000000002	PSC
FRMD3	1.034162467420615e-9	0.1378381018445234	0.175	0.367	3.431040818161374e-5	-0.192	PSC
CPLANE1	1.0374964133706877e-9	0.765188895418831	0.289	0.384	3.442101850639931e-5	-0.09500000000000003	PSC
CDC42EP4	1.0680863747127974e-9	-2.182029263485039	0.053	0.286	3.543590165384648e-5	-0.23299999999999998	PSC
DYM	1.0814236079951954e-9	-0.3117986496387486	0.263	0.515	3.58783910424566e-5	-0.252	PSC
FRYL	1.0984605850375296e-9	-0.13080771946712288	0.272	0.481	3.644362682979012e-5	-0.20899999999999996	PSC
SEC23IP	1.1122940707230202e-9	1.1039102108738983	0.132	0.183	3.690258038437764e-5	-0.05099999999999999	PSC
HMBOX1	1.1218207656576817e-9	-0.13727838469023346	0.237	0.462	3.721864754222491e-5	-0.22500000000000003	PSC
RPS24	1.1221597778810408e-9	-2.601540151541555	0.044	0.275	3.722989495075929e-5	-0.23100000000000004	PSC
CPE	1.164322902570416e-9	-1.8809306240878816	0.026	0.221	3.862874093857869e-5	-0.195	PSC
GMDS-DT	1.1713811481284279e-9	0.7008171528473893	0.307	0.406	3.886291235145685e-5	-0.09900000000000003	PSC
OSBPL9	1.1740563950906569e-9	0.7362344197012578	0.377	0.459	3.895166901992272e-5	-0.08200000000000002	PSC
THRAP3	1.1796751884682649e-9	-0.29214156143536935	0.184	0.415	3.913808372781162e-5	-0.23099999999999998	PSC
CARMIL1	1.1826081996192396e-9	-0.7671539978059514	0.342	0.638	3.9235392238767514e-5	-0.296	PSC
LINC00924	1.1890251231748283e-9	-0.3487309240750692	0.149	0.374	3.944828651157128e-5	-0.225	PSC
AKAP10	1.1892633734445439e-9	0.7021857966394169	0.219	0.312	3.9456190940769634e-5	-0.093	PSC
HSD17B12	1.2074452602303425e-9	-0.2558388590154171	0.158	0.391	4.0059411398662075e-5	-0.233	PSC
TRIP12	1.2150755445882334e-9	0.2768976518416577	0.368	0.53	4.031256134280382e-5	-0.16200000000000003	PSC
EPAS1	1.222409928014323e-9	0.38262123954059146	0.36	0.523	4.0555894181731196e-5	-0.16300000000000003	PSC
TMEM87A	1.2274561146596338e-9	0.646350038786494	0.202	0.288	4.072331151606267e-5	-0.08599999999999997	PSC
KIAA0232	1.258121348695822e-9	-0.1461232207339923	0.158	0.359	4.1740691985681284e-5	-0.20099999999999998	PSC
DNAJC3	1.259271444892077e-9	-0.24611812613496786	0.096	0.291	4.177884872718444e-5	-0.19499999999999998	PSC
ZBTB38	1.2935417147847516e-9	-0.6504429179185385	0.149	0.384	4.2915833471413704e-5	-0.23500000000000001	PSC
ADCY3	1.2991682880931862e-9	0.3038875252567319	0.281	0.47	4.310250629406764e-5	-0.18899999999999995	PSC
GAB1	1.3038732066130897e-9	-0.1258267265664086	0.228	0.451	4.325860137580248e-5	-0.223	PSC
SLC9A9	1.3148165164175066e-9	-0.7771630120998686	0.175	0.434	4.362166756518362e-5	-0.259	PSC
MTOR	1.336266069612536e-9	0.14849270373237294	0.167	0.338	4.433329939153511e-5	-0.171	PSC
DCAF5	1.346646333018018e-9	0.2752835940565437	0.175	0.36	4.4677685390538784e-5	-0.185	PSC
ARHGAP29	1.3643078654240274e-9	1.6448290646061565	0.202	0.163	4.526364205117295e-5	0.03900000000000001	PSC
PLSCR1	1.3821752976171576e-9	-1.5293207569715555	0.044	0.249	4.585642984904444e-5	-0.20500000000000002	PSC
MAN1C1	1.3916011803975632e-9	-1.359410198848672	0.114	0.378	4.6169152362049956e-5	-0.264	PSC
LDLRAD3	1.3919213857332248e-9	0.8325828960873193	0.272	0.355	4.61797758144712e-5	-0.08299999999999996	PSC
NCAM2	1.407286265140255e-9	-2.1874689347157	0.061	0.303	4.668953641855824e-5	-0.242	PSC
PHC3	1.419484540159667e-9	-0.2581566628892453	0.307	0.551	4.709423858887727e-5	-0.24400000000000005	PSC
PPP3CB	1.43305817577182e-9	0.30988255225193106	0.237	0.394	4.754457109758167e-5	-0.15700000000000003	PSC
YEATS2	1.4355246301924286e-9	-0.2362997208944437	0.123	0.311	4.7626400655894205e-5	-0.188	PSC
RPL35A	1.471730076283738e-9	-3.697355123238459	0.018	0.218	4.882758874086558e-5	-0.2	PSC
ZBTB46	1.4895161676002692e-9	-0.5585586086238981	0.333	0.622	4.941767789247413e-5	-0.289	PSC
ODF2	1.4949173055094141e-9	1.7879365752895175	0.14	0.117	4.9596871444885834e-5	0.023000000000000007	PSC
PRPF8	1.4998542048018716e-9	-0.2901553878274248	0.123	0.314	4.9760662952711694e-5	-0.191	PSC
RPL3	1.5001957881281462e-9	-0.5835575315529437	0.079	0.279	4.9771995662727506e-5	-0.2	PSC
STAT5B	1.51450587925966e-9	0.41331018869199776	0.298	0.398	5.0246761556197735e-5	-0.10000000000000003	PSC
JDP2	1.5282980440973318e-9	1.8140550148538583	0.219	0.187	5.070434420901718e-5	0.032	PSC
DDB1	1.537931634479107e-9	-1.5503883084812176	0.07	0.304	5.102395783711333e-5	-0.23399999999999999	PSC
HSPE1	1.5456547864585988e-9	-4.660799960477443	0.009	0.196	5.1280188850336936e-5	-0.187	PSC
FAM153A	1.5602264347743088e-9	-2.0958021739641857	0.026	0.222	5.176363242650724e-5	-0.196	PSC
SPIRE1	1.5931746414330513e-9	-0.6200882634584757	0.202	0.474	5.2856755078824346e-5	-0.27199999999999996	PSC
JADE1	1.6031738613548705e-9	-0.12264902809323885	0.184	0.393	5.318849919817054e-5	-0.20900000000000002	PSC
TRAPPC8	1.6039439645251867e-9	0.6906196993688573	0.193	0.272	5.321404891105212e-5	-0.07900000000000001	PSC
NUTM2A-AS1	1.636128705493721e-9	0.3207939257531356	0.254	0.423	5.4281842062165185e-5	-0.16899999999999998	PSC
SMCHD1	1.6759306402015413e-9	0.5766325485491292	0.333	0.443	5.560235084996654e-5	-0.10999999999999999	PSC
CEP85L	1.7183211095031733e-9	-0.20058302117439175	0.237	0.453	5.7008739449986784e-5	-0.21600000000000003	PSC
ANAPC16	1.7223337552228278e-9	-1.1279738599251137	0.132	0.394	5.714186699702776e-5	-0.262	PSC
FOXK1	1.7343441016610908e-09	-0.3835427569757491	0.211	0.443	5.754033426081001e-5	-0.232	PSC
AC027117.2	1.7390915916990402e-9	-3.078712317802231	0.009	0.186	5.769784173779906e-5	-0.177	PSC
CLASP2	1.7678872183114078e-9	-0.35964897248878003	0.263	0.512	5.8653194241917576e-5	-0.249	PSC
PLBD2	1.8003942598484276e-9	-3.1578492136262093	0.035	0.251	5.973168035899128e-5	-0.216	PSC
CDH11	1.8031258534470288e-9	-0.312901229500146	0.228	0.462	5.9822306439812074e-5	-0.234	PSC
NFATC3	1.8167975007925157e-9	-0.33919449208688945	0.281	0.522	6.0275890683793296e-5	-0.241	PSC
GCC2	1.8289946339284828e-9	0.6890086277867007	0.184	0.295	6.0680554969845275e-5	-0.11099999999999999	PSC
ABR	1.8337987275701598e-9	-0.8925411476113134	0.167	0.436	6.083994038459519e-5	-0.269	PSC
IBTK	1.8418651421840652e-9	0.31956923673121346	0.167	0.323	6.110755982224073e-5	-0.156	PSC
EPHA3	1.851870286700647e-9	3.2846759574078015	0.149	0.02	6.143950050186736e-5	0.129	PSC
SZRD1	1.8569354061185824e-9	0.7369039032696053	0.079	0.154	6.160754596879621e-5	-0.075	PSC
PCDH9-AS2	1.884261866783258e-9	-5.48640859417154	0.009	0.186	6.251415595426815e-5	-0.177	PSC
AC009554.1	1.893772700021652e-9	-1.5431123371576885	0.07	0.313	6.282969686861836e-5	-0.243	PSC
CACHD1	1.944588209938703e-9	-1.4833588432245777	0.123	0.392	6.451560304113634e-5	-0.269	PSC
GFPT1	1.956808069457069e-9	-0.139053265240892	0.123	0.284	6.492102132037718e-5	-0.16099999999999998	PSC
LRBA	1.957822090943211e-9	0.21535302734982675	0.325	0.494	6.495466351122291e-5	-0.16899999999999998	PSC
ANKRD42	1.9730123829222437e-9	-0.3706416670514049	0.035	0.183	6.545863182821127e-5	-0.148	PSC
NPAS2	1.9805773609391457e-9	-2.398713666946247	0.053	0.285	6.570961510387803e-5	-0.23199999999999998	PSC
GPBP1L1	1.984262370172999e-9	0.22227319946122315	0.254	0.426	6.583187265522959e-5	-0.172	PSC
AL024508.1	1.9946161788691885e-9	-1.669214260810682	0.026	0.206	6.617538096634306e-5	-0.18	PSC
KANK1	1.9963264596625234e-9	-1.0256256812528988	0.219	0.504	6.623212295222354e-5	-0.28500000000000003	PSC
EIF1	2.0108861445293214e-9	-1.564811434880241	0.044	0.253	6.671516961704929e-5	-0.20900000000000002	PSC
SMURF1	2.0149762355938783e-9	0.2760943938401248	0.368	0.514	6.68508665682981e-5	-0.14600000000000002	PSC
ZNF76	2.030307822275015e-9	0.5983965411439057	0.088	0.211	6.735952261961817e-5	-0.123	PSC
XAF1	2.034723664638324e-9	0.6474783907491537	0.149	0.24	6.750602702170567e-5	-0.091	PSC
SSBP3	2.0393245849623765e-9	-0.3554192026144283	0.351	0.612	6.765867175529677e-5	-0.261	PSC
SLC4A7	2.0644561326049903e-9	1.2482950348246176	0.14	0.175	6.849246111143576e-5	-0.034999999999999976	PSC
CLSTN1	2.082896354746074e-9	1.2991254958618301	0.219	0.229	6.91042523614105e-5	-0.010000000000000009	PSC
MYH10	2.090741125365504e-9	-0.8100684689714598	0.114	0.352	6.936451831625132e-5	-0.238	PSC
FDXR	2.141423572053537e-9	-0.969699010532521	0.026	0.186	7.10460098500202e-5	-0.16	PSC
LYST	2.1439418476778725e-9	0.4535786830933354	0.272	0.395	7.112955868040878e-5	-0.123	PSC
PHTF2	2.1549306206321947e-9	1.6297152380125848	0.175	0.151	7.149413320071432e-5	0.023999999999999994	PSC
ANO3	2.1624878597977903e-9	0.7736088489037418	0.272	0.35	7.174485972451129e-5	-0.07799999999999996	PSC
PTGES3	2.1707492719213557e-9	-0.33502507161348283	0.123	0.313	7.201894859453482e-5	-0.19	PSC
ELMOD3	2.181636895631515e-9	-0.8088053357297591	0.088	0.298	7.238016728636677e-5	-0.21	PSC
CHIC2	2.20521734268496e-9	-1.1962941186515017	0.149	0.422	7.316249577825892e-5	-0.273	PSC
MT-ATP8	2.2203780720346795e-9	-0.6032433923237359	0.088	0.301	7.366548329589456e-5	-0.213	PSC
TLN2	2.231170684715942e-9	0.37355911869963343	0.342	0.516	7.40235498068208e-5	-0.174	PSC
TRRAP	2.3265336963604613e-9	0.2915522809832687	0.281	0.457	7.718740844415102e-5	-0.176	PSC
MYLK	2.331239939391948e-9	0.6326538126657508	0.386	0.472	7.734354746920665e-5	-0.08599999999999997	PSC
MOCOS	2.3564154175572437e-9	-5.625795851760881	0	0.151	7.817879430829668e-5	-0.151	PSC
ADIRF	2.361795616318652e-9	2.581552151018936	0.211	0.074	7.835729316260392e-5	0.137	PSC
RPL37A	2.3677392847604923e-9	-1.021037454478055	0.114	0.365	7.855448625049886e-5	-0.251	PSC
PDIA3	2.3821190407286935e-9	-0.8007327778222761	0.061	0.266	7.903156341425587e-5	-0.20500000000000002	PSC
WNK3	2.4385255925056846e-9	-2.6138433304482658	0.035	0.252	8.090296358256109e-5	-0.217	PSC
VGLL4	2.4621765070516014e-9	0.40608301158717597	0.316	0.449	8.168762997445097e-5	-0.133	PSC
NCOA2	2.4697820711718027e-9	0.2838003980274417	0.439	0.604	8.19399597752669e-5	-0.16499999999999998	PSC
MTREX	2.5962681759359714e-9	0.28532536075884446	0.184	0.332	8.613638927302773e-5	-0.14800000000000002	PSC
RPS17	2.648949207388837e-9	-3.0841399097279965	0.026	0.233	8.788418785353945e-5	-0.20700000000000002	PSC
AFDN	2.7017035107007833e-9	-2.9434020574897803	0.009	0.181	8.963441737451989e-5	-0.172	PSC
APH1B	2.7027261609090617e-9	1.2420286997688037	0.105	0.144	8.966834584047993e-5	-0.03899999999999999	PSC
SPATS2L	2.716074661638003e-9	0.13373781401338192	0.246	0.426	9.011120904916403e-5	-0.18	PSC
PILRB	2.7408678608525484e-9	-0.646716718153633	0.219	0.491	9.093377301950499e-5	-0.272	PSC
CRTC3	2.7756472478230877e-9	0.77682452270029545	0.342	0.409	9.208764874102658e-5	-0.06699999999999995	PSC
JCAD	2.7863287918462866e-9	-1.4996300110388856	0.026	0.221	9.244203032708425e-5	-0.195	PSC
ZNF644	2.8213680370054123e-9	0.4310182400003417	0.246	0.368	9.360452736372857e-5	-0.122	PSC
TIAM2	2.8307937804336616e-9	0.22948967424000966	0.254	0.402	9.39172452534476e-5	-0.14800000000000002	PSC
NEXN	2.8345822776748534e-9	0.17222087936580954	0.316	0.496	9.404293622641861e-5	-0.18	PSC
HLCS	2.8773719396037717e-9	0.16222386843300984	0.175	0.356	9.546256884023433e-5	-0.181	PSC
PIKFYVE	2.894993473015217e-9	0.943085486919583	0.193	0.26	9.604719845422586e-5	-0.067	PSC
CLIP2	2.902958426611053e-9	-0.18648989050566567	0.202	0.412	9.63114517196749e-5	-0.20999999999999996	PSC
ARF1	2.93524657330605e-9	-0.6187243145121893	0.035	0.205	9.738267556257482e-5	-0.16999999999999998	PSC
HBP1	2.9582689237349576e-9	0.4635762125599029	0.096	0.212	9.814648808275469e-5	-0.11599999999999999	PSC
LMNA	2.9773325307694968e-9	1.0094864194566044	0.298	0.326	9.877896137333959e-5	-0.028000000000000025	PSC
MCOLN3	2.989129132909093e-9	-3.384318968003	0.018	0.214	9.917033724252498e-5	-0.196	PSC
MCL1	3.010226627978075e-9	-0.18634908105710335	0.167	0.356	9.987028883642859e-5	-0.18899999999999997	PSC
GPSM2	3.013105306473907e-9	-3.717437156772432	0.009	0.19	9.996579475288481e-5	-0.181	PSC
CARHSP1	3.037377284004228e-9	-3.148641943593245	0.026	0.232	1.0077106615140827e-4	-0.20600000000000002	PSC
GRAMD2B	3.0502343199663804e-9	-0.41518666162577056	0.211	0.472	1.011976240335246e-4	-0.261	PSC
SPECC1L	3.0558378742731632e-9	-0.21765741812864392	0.325	0.566	1.0138353315476074e-4	-0.24099999999999994	PSC
ACTN1	3.061827400426069e-9	0.6757617621043581	0.281	0.41	1.015822476639357e-4	-0.12899999999999995	PSC
LRCH1	3.0660899199034016e-9	-0.8587464194222655	0.105	0.335	1.0172366527263516e-4	-0.23000000000000004	PSC
VPS54	3.1308654754299674e-9	-0.5454695284574469	0.158	0.398	1.0387272387834003e-4	-0.24000000000000002	PSC
CBLN4	3.189109034719247e-9	-5.82302034714054	0	0.148	1.0580507044488046e-4	-0.148	PSC
RPL34	3.2212050838643813e-9	-1.2740511140447714	0.096	0.343	1.0686992106736858e-4	-0.24700000000000003	PSC
CLEC16A	3.2289516155982695e-9	-0.4690163036793359	0.254	0.5	1.0712692775070379e-4	-0.246	PSC
PDS5B	3.284053744857388e-9	0.21666562151822288	0.193	0.381	1.0895505109313357e-4	-0.188	PSC
CEP83	3.3154365829101748e-9	-0.15479677077379683	0.07	0.234	1.0999623951121087e-4	-0.164	PSC
RPL5	3.321464331909234e-9	-2.714243282535805	0.053	0.278	1.1019622213975266e-4	-0.22500000000000003	PSC
GPX3	3.3417997323186667e-9	-1.2308547820049918	0.079	0.304	1.108708897191364e-4	-0.22499999999999998	PSC
GNS	3.3555070501574518e-9	-0.5877540618774946	0.079	0.278	1.1132565740307377e-4	-0.199	PSC
NRIP1	3.376027502963659e-9	-0.720370439951295	0.096	0.318	1.1200646446582532e-4	-0.222	PSC
CSGALNACT1	3.396304066022822e-9	1.0649869121270887	0.36	0.343	1.1267917999843916e-4	0.01699999999999996	PSC
RNF38	3.402804978591725e-9	0.2643185129177743	0.307	0.444	1.1289486077473767e-4	-0.137	PSC
CPNE8	3.404319147711794e-9	-1.332972411761654	0.044	0.25	1.1294509636363419e-4	-0.20600000000000002	PSC
RPL36	3.4276303493473253e-9	-1.2045188024512776	0.07	0.289	1.137184921002962e-4	-0.21899999999999997	PSC
GOLIM4	3.45217350092651e-9	0.9892739966736909	0.088	0.169	1.1453276024023882e-4	-0.08100000000000002	PSC
RTL8C	3.5256199783102925e-9	0.3031984182411348	0.053	0.163	1.1696949402040058e-4	-0.11000000000000001	PSC
FAM129B	3.533080668488308e-9	0.19900717170971916	0.123	0.312	1.172170173384366e-4	-0.189	PSC
CDH2	3.603281383197583e-9	-1.719990672261724	0.026	0.214	1.195460664503462e-4	-0.188	PSC
AC003681.1	3.6281764361441787e-9	-0.5242096864021961	0.114	0.349	1.2037200962195542e-4	-0.235	PSC
NDUFB9	3.6301385470180614e-9	-2.2195328857438565	0.035	0.249	1.2043710657441822e-4	-0.214	PSC
PLPP3	3.6418292833706002e-9	-1.0819800829472523	0.167	0.439	1.208249701343864e-4	-0.272	PSC
MSC-AS1	3.667911151692293e-9	-0.5099636483242214	0.211	0.464	1.2169028827969521e-4	-0.253	PSC
RALGPS2	3.733678053915729e-9	1.5216407289991771	0.342	0.267	1.2387223679476213e-4	0.07500000000000001	PSC
TTC21B	3.766635916762272e-9	0.8831856342935255	0.167	0.231	1.249656798104219e-4	-0.064	PSC
ZNF407	3.8266495432744774e-09	0.3963326132318056	0.254	0.39	1.2695675189721735e-4	-0.136	PSC
CAPRIN1	3.833180007503198e-9	1.0027612521660978	0.167	0.209	1.271734131089336e-4	-0.04199999999999998	PSC
TBC1D5	3.896832571237576e-9	-0.16931703293614397	0.456	0.702	1.2928521421594905e-4	-0.24599999999999994	PSC
DIAPH1	3.900986212900499e-9	1.222853056116219	0.132	0.165	1.2942301958539985e-4	-0.033	PSC
ESR2	3.903880683321465e-9	-0.9750531860901188	0.053	0.258	1.2951904943055625e-4	-0.20500000000000002	PSC
HS6ST1	3.9127774742460636e-9	-2.1153567323192486	0.053	0.279	1.2981421826306166e-4	-0.22600000000000003	PSC
ATP6V1A	3.959193444614013e-9	-0.3651052367914094	0.044	0.175	1.313541609119591e-4	-0.131	PSC
SEC13	3.98978337956865e-9	-1.7515411354356054	0.096	0.349	1.3236904318394908e-4	-0.253	PSC
TENT4B	4.057868282107237e-9	0.4460355640746011	0.149	0.261	1.346278959954718e-4	-0.11200000000000002	PSC
APC	4.064690695252811e-9	1.0568663966687364	0.246	0.254	1.348542431964025e-4	-0.008000000000000007	PSC
IQGAP1	4.078045433710006e-9	0.5534068066627442	0.298	0.429	1.3529731335419688e-4	-0.131	PSC
BBS9	4.088744377131289e-9	0.6248893929092719	0.298	0.359	1.356522722000848e-4	-0.061	PSC
GHR	4.101872357992537e-9	0.5499970819411588	0.509	0.585	1.360878192211184e-4	-0.07599999999999996	PSC
RPL28	4.145444055899073e-9	-2.7141149515630683	0.044	0.263	1.3753339744256352e-4	-0.21900000000000003	PSC
THSD7A	4.145633788459056e-9	-3.558727600547792	0.026	0.227	1.3753969219970608e-4	-0.201	PSC
SDCCAG8	4.1651288988584834e-9	-0.6426015869080203	0.289	0.572	1.381864814774279e-4	-0.283	PSC
ADNP	4.167567404301874e-9	0.501765477508136	0.263	0.392	1.3826738377252328e-4	-0.129	PSC
GATAD2A	4.171363977880668e-9	-0.5150833231501708	0.167	0.412	1.383933426941469e-4	-0.24499999999999997	PSC
CTTN	4.237925620242182e-9	0.29787392767209997	0.158	0.318	1.4060165830277489e-4	-0.16	PSC
SH3D19	4.428989545550524e-9	-0.2764281601901346	0.588	0.827	1.4694058615272973e-4	-0.239	PSC
FAM177A1	4.4572872065620755e-9	0.7550199084459168	0.149	0.228	1.4787941765210998e-4	-0.07900000000000001	PSC
NAV2	4.475397703943527e-9	-0.32842440988172816	0.561	0.812	1.484802696237344e-4	-0.251	PSC
AC026894.1	4.489644445403495e-9	0.2030974709497308	0.132	0.312	1.4895293376515175e-4	-0.18	PSC
WDR59	4.495065744851798e-9	0.35844706994809483	0.184	0.312	1.491327962169481e-4	-0.128	PSC
WDFY1	4.498109199937248e-9	1.0387692227820495	0.175	0.232	1.4923376892631807e-4	-0.05700000000000002	PSC
ANKRD29	4.499608193060424e-9	3.04272533666935	0.123	0.048	1.492835010211657e-4	0.075	PSC
LINC01197	4.500061571830038e-9	1.0680555629247515	0.263	0.284	1.4929854276860517e-4	-0.020999999999999963	PSC
VAPA	4.57982602506955e-9	-0.3337527637771349	0.132	0.342	1.5194488803373245e-4	-0.21000000000000002	PSC
STARD10	4.65071286510703e-9	-5.8293581891820505	0	0.146	1.5429670072565594e-4	-0.146	PSC
SNX25	4.662382187164151e-9	0.44364910089209764	0.114	0.225	1.5468385382354504e-4	-0.111	PSC
SLIRP	4.760360880587452e-9	-0.4384508473988313	0.061	0.222	1.579344929352499e-4	-0.161	PSC
SLC26A2	4.7689891025426285e-9	-5.6967412012863035	0	0.145	1.5822075145505678e-4	-0.145	PSC
AL359915.2	4.7935862783742896e-9	0.7767708078255818	0.289	0.339	1.5903681195762382e-4	-0.050000000000000044	PSC
NECTIN2	4.8238295478583245e-9	-0.47111418179305714	0.088	0.282	1.6004019290929563e-4	-0.19399999999999998	PSC
