gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
AC243829.1	6.412864780841179e-8	3.940104367986984	1	0.86	0.002127596148339678
CCR6	1.6525561242630059e-13	3.9327035292976684	1	0.721	5.482685453467375e-9
PTPN22	9.284948500362107e-7	3.930379790015876	1	0.884	0.03080467363965136
ANO9	1.5704214096442762e-12	3.9205651838920663	1	0.791	5.210187110776815e-8
S1PR5	8.018556073347229e-7	3.912874670201848	1	0.442	0.026603163484544102
CD40LG	2.1771326464974397e-11	3.8980614791651274	1	0.698	7.223072981284556e-7
GFI1	1.80347747640328e-8	3.8966817274977568	1	0.512	5.983397223463163e-4
CRTAM	1.2408907934245471e-6	3.8894087938632844	1	0.721	0.041169033853446196
CXCR6	2.965786572420591e-31	3.8840494238586887	1	0.651	9.839590111319795e-27
CD5	6.231595313809814e-8	3.857850713400193	1	0.767	0.0020674563772626817
AC015849.1	4.579336012539768e-25	3.851581782546122	1	0.791	1.5192863088803188e-20
AL158071.3	1.3946003165597098e-23	3.846887344850755	1	0.884	4.626865470250149e-19
TSPAN32	7.575313284685855e-7	3.8337698768680255	1	0.814	0.02513261688460226
PDCD1	2.576787132114622e-11	3.8299440461576144	1	0.442	8.549006668216682e-7
THRA1/BTR	7.439897178115659e-10	3.8279675004026483	1	0.674	2.4683346867834322e-5
AL512428.1	3.4321099253728326e-11	3.827784465513692	1	0.674	1.1386711099409447e-6
TNFSF14	7.566555174436664e-11	3.8207633637489664	1	0.767	2.5103560102228523e-6
PARP15	1.0677529201015593e-6	3.811053320178279	1	0.86	0.03542483863020943
AGAP2	1.5813746343324694e-7	3.801639911450921	1	0.698	0.005246526624324834
ERP27	2.1991445818374523e-7	3.7683710348121284	1	0.651	0.007296101979162115
CAMK4	3.332818294235304e-7	3.7673049566491366	1	0.884	0.011057291254784468
ACAP1	3.3602401954329224e-21	3.758544810653791	1	0.907	1.1148268896387806e-16
LCP1	1.6725675939226286e-8	3.756877781074735	1	0.884	5.549077506357105e-4
LINC02084	5.605575585720924e-7	3.7540588924893132	1	0.419	0.01859761812074631
KLRB1	9.303292824758826e-9	3.7410548949579328	1	0.698	3.086553460470236e-4
TAGAP	1.3659988925874353e-6	3.7329862312514908	1	0.721	0.04531974525937334
ICAM3	1.3440083658193212e-9	3.732949577329242	1	0.767	4.459016555278762e-5
AC006369.1	2.5027319758278733e-8	3.689200740772493	1	0.814	8.303313876204135e-4
CXCR3	2.2126396346295206e-8	3.688770632845663	1	0.488	7.34087451581036e-4
AC116158.2	1.6493202736756607e-11	3.683692963437884	0.75	0.488	5.47194987197374e-7
LINC00402	2.146607571596546e-8	3.6784087392439773	0.75	0.512	7.121799940285861e-4
ITPRIPL1	2.763053265325478e-7	3.6737486598847804	1	0.628	0.009166981818370338
AL158071.2	4.9056273677046146e-9	3.6545717249792085	1	0.581	1.62753999178336e-4
SKAP1	4.17295306782857e-15	3.646302260000904	1	0.93	1.3844606393134846e-10
LINC002481	3.19779347283432e-9	3.628305959370521	1	0.767	1.0609319404822423e-4
TXK	4.8396595714803914e-11	3.6107118401356986	1	0.837	1.6056538560300494e-6
CISH	1.5466432748736498e-9	3.604779960451926	1	0.814	5.1312983930483075e-5
CENPK	9.763041955577802e-7	3.5929404051071567	1	0.767	0.032390844296020474
SLC38A1	2.3914957345449184e-7	3.582956854574883	1	0.907	0.007934265398499675
SIDT1	8.25957139816867e-8	3.5792794330426476	1	0.884	0.00274027800277042
CRYBG1	1.2309273604300386e-7	3.558505519255382	1	0.884	0.004083847703698739
CD226	9.044432519878146e-14	3.554098417490455	1	0.884	3.0006713771199727e-9
APOBEC3D	3.1841094176943983e-7	3.547979153628559	1	0.628	0.010563919815084706
KLRD1	7.038294368732759e-15	3.5405541342289837	1	0.953	2.3350949227144676e-10
ANXA2R	2.576251908580382e-8	3.523398376130058	1	0.721	8.547230957097134e-4
SLA2	1.4404119836778329e-8	3.509635860046762	1	0.86	4.778854838247946e-4
PLEKHF1	9.744739344084574e-8	3.5017916259076003	1	0.721	0.003233012172186939
MMP25	5.296171742433579e-10	3.4657187232249482	1	0.814	1.7571108989871888e-5
SIRPG-AS1	3.076432928297635e-8	3.4587710252284447	1	0.605	0.0010206681526213064
AC006581.1	2.0156093536974432e-13	3.455512927887357	1	0.767	6.687187152762007e-9
AC010275.1	2.8108163527679065e-7	3.440393249114971	0.75	0.651	0.009325445413578083
DENND2D	1.0305696309007357e-13	3.44015833582954	1	0.837	3.4191208644393706e-9
AL137856.1	3.896774399130837e-7	3.437464013274356	0.75	0.721	0.012928328423996377
AL121845.3	1.974557170580794e-15	3.4321840094695473	1	0.814	6.550988324835901e-11
EPHA1	9.065613558784862e-8	3.4104574682073965	1	0.791	0.0030076986103980538
AC090948.1	2.1530895987807697e-7	3.388939839445211	1	0.628	0.00714330536187496
LINC00880	1.2678893407559405e-8	3.386553647770743	1	0.721	4.2064764658259835e-4
GPR68	2.927106791977101e-7	3.3765140553193436	1	0.791	0.009711262203742427
LAT	1.048895957575967e-21	3.363687757402706	1	0.837	3.479922118449786e-17
AL121935.1	2.0131894778274284e-8	3.3566701801409033	1	0.628	6.67915873058806e-4
DEF6	6.060558839414019e-7	3.354946117339886	1	0.884	0.02010711606152389
SLFN13	1.3140023778609297e-6	3.353978951363901	1	0.674	0.043594656890292065
SAMD3	3.341552835264917e-9	3.3474650811570283	1	0.93	1.1086269841558415e-4
KLRG1	8.233779510014835e-24	3.3460850474502957	1	0.884	2.7317210280376216e-19
PARP8	1.6516226145214141e-18	3.3137602677619435	1	1	5.4795883481976955e-14
A2M-AS1	2.7498355205024516e-12	3.3127813102025008	1	0.791	9.123129306370983e-8
PRKCQ	4.219211393525119e-11	3.233841406833122	1	0.93	1.3998077640298286e-6
EMB	6.144606031190956e-11	3.2227254053538434	1	0.907	2.0385959429682236e-6
RCAN3	5.524737536618529e-7	3.211751619246841	1	0.837	0.018329421725239294
LINC02591	3.0821399789038978e-9	3.157365894122318	1	0.791	1.0225615808009462e-4
CRACR2A	8.801910485383442e-8	3.131197656057008	1	0.884	0.0029202098417356647
APOBEC3G	4.928734909053279e-13	3.1090692998139056	1	0.907	1.6352063807766065e-8
AKNA	1.2144238812112608e-10	3.103421816316634	1	0.977	4.0290941106946e-6
LINC01550	2.5957079350434647e-12	3.073751611020281	1	0.907	8.611780216093703e-8
MMP25-AS1	3.898088041737523e-10	3.048274959012425	1	0.907	1.2932686696072581e-5
YPEL1	1.0846435859135469e-17	3.0431577015903493	1	0.907	3.5985220249853744e-13
AC008569.1	2.3238207996772171e-7	3.0199696526034367	1	0.907	0.007709740267089103
HELB	9.020670171024901e-12	3.0036423290697587	1	0.93	2.9927877426409314e-7
AL022318.4	4.464379237474353e-13	2.98650028187888	1	0.814	1.4811470996168662e-8
ADGRE5	3.685017993670382e-7	2.974051114490792	1	0.953	0.012225784197600226
RASGRP1	1.7441633395843097e-29	2.9454052434056788	1	0.93	5.786610711738865e-25
LINC00484	1.8155616797913756e-26	2.9225912559864504	1	0.953	6.023488985043847e-22
RGS14	1.0015221179978431e-11	2.9172853680911057	1	0.93	3.322749930881444e-7
SKAP1-AS1	4.726655859018055e-9	2.899758566170165	1	0.86	1.56816261434642e-4
SPOCK2	7.559824440521068e-11	2.8736051460510303	1	0.884	2.5081229546316746e-6
CXorf58	1.401621066356245e-7	2.8334300942437975	1	0.837	0.004650158211850114
NLRC5	2.3047131841928876e-9	2.8164245917730826	1	0.907	7.646346931196744e-5
ITGAL	2.3461694483104458e-9	2.7899335551073823	1	0.977	7.783886378659566e-5
ZNF101	4.434727807288811e-9	2.7710761990237263	1	0.884	1.4713096446242088e-4
DGKA	1.6058074534547255e-17	2.7601686230091707	1	0.93	5.327587388326742e-13
CYFIP2	1.2294319367782994e-10	2.748548371353631	1	0.953	4.078886336649364e-6
TRAF1	9.13165419541075e-13	2.74624896802649	1	0.86	3.029608912411425e-8
RUNX2	2.7176618658987336e-7	2.732129327860442	1	0.953	0.009016386772492228
ABCA2	3.5056274277855325e-17	2.6999315895494784	1	0.907	1.1630620117164062e-12
CXCR4	5.537594606489832e-8	2.6670572300075275	1	0.884	0.0018372077625951316
LINC00623	7.782359615854906e-15	2.6127515076086674	1	0.953	2.5819534497521823e-10
CORO1B	1.895973920797142e-12	2.6098500212729063	1	0.907	6.290272677028678e-8
TRAF5	1.0986105521440436e-7	2.6054671557252354	1	0.884	0.0036448602288482934
CD27	2.0514922211930456e-8	2.5819419092707845	1	0.837	6.806235742252167e-4
VIM-AS1	1.2020572084528545e-9	2.5616373234924774	1	0.907	3.9880652004840354e-5
EVL	5.721378163319779e-11	2.5607521491804714	1	0.953	1.898181633244603e-6
CSK	5.4132222546970926e-8	2.5567060980113783	1	0.884	0.0017959447474408545
CASP8	2.8812772065402715e-10	2.550477908002495	1	0.93	9.559213388138659e-6
PTPN7	4.185488100746535e-7	2.542833598390721	1	0.907	0.013886193871846779
FAM129A	3.311151264867282e-7	2.532360028652965	1	0.93	0.01098540655145018
AL137779.1	8.387558020502459e-8	2.525598523215951	1	0.86	0.002782740124462101
LPCAT1	7.009859458649288e-7	2.476572881889653	1	0.93	0.023256610725960743
CCND3	8.983827253010012e-8	2.4740925581549797	1	0.977	0.002980564367731132
SP4	5.416306501623885e-17	2.463821652836163	1	0.93	1.7969680080437563e-12
SEPT1	3.1592312482610344e-7	2.4627243413891935	1	0.884	0.010481381512355633
STK4	1.8216190008201232e-9	2.462335025778779	1	0.953	6.0435853590209224e-5
SLFN5	2.0692465463099806e-9	2.4508319625237096	1	0.907	6.865139266692623e-5
SLC9A3R1	4.1904116533378425e-12	2.4290975433647426	1	0.884	1.390252874227896e-7
CKLF	3.3184257079649196e-7	2.4147885420279147	1	0.93	0.011009540971315214
CACNB1	2.154636258375624e-8	2.4053644541306074	1	0.837	7.148436714412808e-4
RBM38	6.098135187211321e-8	2.40421847988858	1	0.837	0.0020231783110610997
STK17A	1.6949640199880982e-29	2.3985360925918813	1	0.953	5.623382129114514e-25
TTC13	2.4096946601988102e-9	2.368297073303155	1	0.907	7.994643974141593e-5
RASA2	3.2341526394879334e-10	2.3680763686790893	1	0.953	1.0729948212029116e-5
PIK3IP1	2.2275716212711942e-8	2.346735652639773	1	0.953	7.390414367891441e-4
AL137779.2	1.053667872834972e-9	2.3375785114359724	1	0.86	3.4957539017045866e-5
TSEN54	4.1903409292995435e-10	2.3369126745658706	1	0.86	1.3902294101137095e-5
TBC1D31	1.2333942198785157e-6	2.321120061432614	1	0.86	0.04092032003290952
IKZF2	1.2213368051959993e-12	2.3154493598799895	1	0.884	4.052029118598767e-8
AC245297.3	1.4743690672902508e-10	2.2993703973706343	1	0.953	4.891514254548865e-6
EHD1	9.15055659476114e-9	2.2922670635567086	1	0.884	3.035880161443904e-4
BTG1	2.2269625187107655e-8	2.2508114221288076	1	0.953	7.388393548326707e-4
ARHGEF1	9.101386108760101e-9	2.250626905737448	1	0.977	3.019566869303339e-4
OXNAD1	5.815452699594572e-14	2.244461374117921	1	0.977	1.9293927421444913e-9
NCK2	1.3625564677714904e-7	2.2379895429902965	1	0.953	0.004520553593125473
TRPV2	1.3736495975792082e-7	2.219891549900385	1	0.907	0.004557357269888539
FCHSD1	8.853717810879931e-7	2.2194385545754978	1	0.884	0.029373979581156347
ANKRD44	7.70100681890129e-12	2.2169778733311274	1	0.977	2.554963032306881e-7
CNOT6L	2.9478974265447412e-15	2.209750281947244	1	0.953	9.780239292047487e-11
PAXX	9.923603311015186e-9	2.209321289073232	1	0.884	3.292353870495508e-4
TMEM181	1.912225766285057e-14	2.1377670009178193	1	0.953	6.344191424803934e-10
DIAPH1	6.983373906664926e-22	2.1173740899041724	1	0.93	2.3168739610142224e-17
SEMA4D	1.6257822300828152e-13	2.1163601352136516	1	1	5.393857704745756e-9
AKTIP	7.496661120878431e-8	2.083938487819884	1	0.907	0.002487167260073837
TNIK	3.2821836643659385e-8	2.077466659701832	1	0.977	0.0010889300743266875
MHENCR	1.3668410736883317e-8	2.0617633474538395	1	0.907	4.5347686301757783e-4
AC119396.1	1.7084889065380615e-8	2.05048798302526	1	0.953	5.668253645221327e-4
USP28	1.8579284721439167e-11	2.01899267882652	1	0.907	6.164049292031872e-7
THOC3	1.4067264101599284e-6	1.9986535945049624	1	0.953	0.046670962109875945
INPP4A	1.460745680061608e-8	1.996964545108604	1	0.953	4.846315942740397e-4
CYB561D2	1.6388064974196926e-7	1.9776371549220355	1	0.93	0.0054370683164893146
PDE7A	4.218847174626356e-8	1.9117490967073762	1	0.977	0.0013996869271257863
CD47	7.044430340623329e-8	1.90623716589297	1	0.907	0.0023371306541086017
ZFYVE28	5.963317122912696e-7	1.8744024402650192	1	0.953	0.01978449721868745
ZBED4	1.0225827844529313e-8	1.854117975487437	1	0.953	3.39262290397949e-4
RBL2	4.403794679866669e-22	1.8360103533325565	1	0.93	1.4610469609393646e-17
FYCO1	7.468548415088904e-12	1.8334757333293985	1	0.953	2.4778403076740456e-7
ZC3HAV1	2.8690823167845986e-10	1.8301058243250035	1	0.977	9.518754402396263e-6
KRI1	4.951882459742158e-9	1.809330332855551	1	0.93	1.6428860436686556e-4
SIRT7	6.381985558753661e-7	1.7899672277368015	1	0.93	0.02117351348827702
ATG16L1	1.3188068817754744e-7	1.770062155624673	1	0.93	0.004375405591666492
KLHDC4	1.089175368163491e-7	1.7652613807418531	1	0.93	0.003613557118956014
TRAPPC2	2.5278255598989566e-7	1.7630159898868953	1	0.884	0.008386566860076768
CTC1	1.5088607281977092e-7	1.7612526559020694	1	0.93	0.00500594723794154
KAT2B	1.0994457318390854e-6	1.745568557677341	1	0.977	0.036476311045225335
TMEM116	5.961924167823269e-7	1.7152192453436326	1	0.93	0.019779875811587258
CEP250	6.681950869730946e-9	1.7146436770922788	1	0.93	2.216870840050636e-4
RAB27A	1.4292343989059112e-13	1.6994526479818388	1	0.953	4.741770965250142e-9
DIP2A	5.24050532809951e-11	1.6888534940761888	1	0.953	1.7386424527035744e-6
RABGAP1L	2.0011875109974053e-7	1.6720166273242565	1	0.977	0.0066393398052360915
LPXN	3.743206580344448e-9	1.6699785777378002	1	0.953	1.2418836471608775e-4
RAP1GDS1	1.0491278444865e-7	1.6665146582683927	1	0.977	0.003480691449652861
PPP2R5C	2.937694310796713e-15	1.6597633043199846	1	0.953	9.746388414930254e-11
SMCHD1	3.073086825453537e-7	1.6511645524155105	1	0.953	0.0101955801608072
AC008878.3	4.3225728977484696e-10	1.6394950883550892	1	0.953	1.4341000102860097e-5
MIATNB	1.8927895038850158e-7	1.631461103914072	1	0.953	0.0062797077370393166
TARSL2	2.2311216957338528e-11	1.6218514260664059	1	0.953	7.402192449936203e-7
TRAPPC10	1.5358102584673825e-7	1.6195524700094381	1	0.953	0.0050953576945172345
CYLD	3.846188798235522e-9	1.6138798683870137	1	0.953	1.276050057590599e-4
ZNF276	1.489488365524016e-7	1.5802643806095846	1	0.907	0.004941675550299028
PCSK7	1.3319675973128642e-7	1.5750517138820133	1	0.953	0.00441906889760489
LEPROTL1	3.2573852293018907e-9	1.561817472178305	1	0.93	1.0807026975254883e-4
SUPV3L1	6.068236913490858e-8	1.5040147412048153	1	0.93	0.002013258960788862
NAP1L4	1.7447448882650529e-12	1.4933046919297086	1	0.953	5.788540115796966e-8
OFD1	2.0302011320166154e-11	1.4840431185107863	1	0.93	6.735598295691525e-7
SFXN1	1.2904220371309673e-6	1.4728140379803492	1	0.953	0.042812331925894107
SYNRG	2.1473339466425135e-15	1.4692803968414083	1	0.953	7.124209834775867e-11
PACS1	6.757427878348904e-13	1.45664311855387	1	0.953	2.241911847199816e-8
PPP6R1	2.587495182412457e-9	1.4454284141069058	1	0.93	8.584532766689808e-5
LNPEP	2.758333507302974e-9	1.4344706173900852	1	0.953	9.151323077179077e-5
CASK	1.1751181162990474e-27	1.4208033866898329	1	0.977	3.89868937444535e-23
RPS6KA3	1.3459936691779283e-9	1.4077795764106829	1	0.953	4.465603196231613e-5
SH3RF3	1.0942530354811726e-6	-1.4074318945224418	1	0.977	0.036304032958158865
DENND1B	6.491116553196598e-7	1.4044721811926897	1	0.977	0.021535577388540356
CCSER2	8.572646975639569e-9	1.4020838836575829	1	0.953	2.8441470871079397e-4
KIF2A	1.6016317777715658e-11	1.3922590076849117	1	0.977	5.313733749112723e-7
PTPN4	1.1526015099481486e-12	1.3875732835190928	1	0.977	3.8239860295549726e-8
AL645568.1	6.18487186485845e-8	1.3867904746576003	1	0.977	0.002051954938604088
XPO6	1.2489938136998764e-6	1.3834396654519092	1	0.953	0.0414378677571208
TTC28	8.145754670039665e-10	-1.3810523452539996	1	0.953	2.7025170268790596e-5
RNF213	2.616219056042353e-7	1.346270099792405	1	0.953	0.008679829962231714
CARNMT1	6.550190859342853e-8	1.3443375472577652	1	0.93	0.002173156821404178
PTK2	3.3851201677098125e-8	-1.33109316687272	1	1	0.0011230813180410845
MAPK1	5.43511652500702e-16	1.3287368551948324	1	0.977	1.803208609501579e-11
PRKACB	5.993214487143754e-8	1.3185231576907732	1	0.977	0.0019883687703996836
SUCLG2	1.2795905480504584e-11	1.3153529699619009	1	0.953	4.245297561267006e-7
SFI1	2.585650372291297e-8	1.3064055559829362	1	0.953	8.578412240150835e-4
PREP	1.2488701130919733e-6	1.295982094443933	1	0.953	0.0414337637420524
USP20	1.2769277880436598e-10	1.2248572118127647	1	0.977	4.2364633223924504e-6
MTMR1	6.774010386840726e-7	1.2167659887231421	1	0.93	0.022474134260421476
KIAA0391	1.610658595062612e-7	1.2144286886860471	1	0.953	0.005343682020839228
CNTLN	5.633908361523343e-7	-1.1936842639083396	1	0.953	0.018691617771025994
SPATA6	6.543986753286641e-7	-1.1760601244961497	1	0.953	0.02171098485137909
ZDHHC20	1.7986362428788547e-7	1.1573586815493568	1	0.977	0.005967335462999176
AAK1	3.0334154271836546e-7	1.1438486408686392	1	0.953	0.010063962362767211
STAG2	3.551515669712419e-9	1.1012070619252443	1	0.953	1.1782863537404893e-4
MSL2	5.80089702055552e-8	1.0898783686789626	1	0.953	0.001924563604509705
UGGT2	2.482303136851814e-11	-1.0787155559850963	1	0.953	8.235537117133263e-7
EVI5	4.555697462107221e-7	-1.065756658781679	1	0.977	0.015114437470033127
EML4	1.124235910116755e-11	1.0541187276040929	1	0.977	3.7298774789943584e-7
SOS1	7.448448799717205e-8	1.0521757512264418	1	0.977	0.002471171858282177
